SITE_NAME,LATITUDE_NAD83,LONGITUDE_NAD83,TEMP_C,pH_lab_weighted,TOTAL_DEPTH_M
NWIS Well 02N 38E 18CBC1,43.50189,-112.04311,12,7.6,
NWIS Well 01N 36E 36BDA1,43.37611,-112.17194,10.4,7.7,367.4
NWIS Well  (D- 3- 6) 2dbb- 1,40.58773,-111.23323,10,7,188.4
NWIS Well  (D- 4- 5) 6bcc- 2,40.50079,-111.43352,19.5,7.3,171.9
NWIS Well  (D- 5- 1)10bdd- 4,40.39956,-111.82086,11.5,7.6,161.6
NWIS Well 104 N14 E20 07BBAC1,39.09824,-119.78574,15.5,7.8,
NWIS Well 105 N13 E20 34ACC 1,38.94794,-119.72306,14.5,7.7,
NPR TEST,43.58030,-112.87618,12.3,8.2,
NWIS Well 03N 38E 32ABD1,43.55025,-112.01064,11.6,7.7,
USGS 11,43.39329,-113.11264,11.8,8,
USGS 11,43.39329,-113.11264,11.8,8.1,
NWIS Well  (C- 1- 1)35ddd- 5,40.68245,-111.91160,13.5,7.8,222.6
NWIS Well  (D- 2- 1)35bbb- 1,40.60884,-111.81438,18.5,8,182.9
NWIS Well  (D- 3- 1)31abb- 1,40.52106,-111.88077,17,7.7,176.8
NWIS Well 105 N13 E20 34ACC 1,38.94794,-119.72306,15,7.7,
NWIS Well 106 N10 E22 15ADBB1,38.73241,-119.50156,22,7.7,
NWIS Well 106 N10 E22 15ADBB1,38.73241,-119.50156,15.5,7.6,
NWIS Well 212 S21 E60 35ADAB1,36.08081,-115.22753,25,7.8,
NWIS Well 22.00S/10.00E-03BBB06,43.70279,-121.52597,11.4,6.4,
NWIS Well 04N 38E 29AAD1,43.65325,-112.00386,12,7.7,
NPR TEST,43.58030,-112.87618,12,8,
NWIS Well 02N 37E 10DCC1,43.51172,-112.09136,11.2,7.6,
USGS 125,43.43308,-113.09260,12.5,8.1,
USGS 11,43.39329,-113.11264,12.2,8,
NWIS Well  (A-11- 1)15bdb- 1,41.69470,-111.82752,10.5,7.4,
Cold Spring - Leadville,41.11013,-119.40102,10.2,7.18,
NWIS Well  (C- 3- 4)35aac- 3,40.51911,-112.25911,8,8.1,166.2
Jackass Spring,40.22238,-119.39206,19.6,7.83,
NWIS Well  (D- 7- 3)34cdb- 1,40.16134,-111.59158,11.5,7.7,112.8
OBS-300 DEEP,39.96028,-119.99861,15.5,7.7,
Bartine Hot Springs,39.55852,-116.36068,47.2,7.07,
NWIS Well 105 N12 E20 24CBDA1,38.88685,-119.69184,15,7.6,
NWIS Well 04N 40E 16ABB1,43.68408,-111.75441,9,7.8,
NWIS Well 03N 37E 26BCC1,43.56097,-112.08236,11.9,7.7,
NWIS Well 03N 37E 26BCC1,43.56097,-112.08236,13,7.8,
USGS 83,43.50630,-112.93841,11.6,7.9,
USGS 83,43.50630,-112.93841,11.4,8.1,
USGS 11,43.39329,-113.11264,11.7,8.1,
NWIS Well 01S 36E 11DBCA2,43.34603,-112.20581,13.8,7.9,358.5
NWIS Well 07S 41E 12ADD1,42.83969,-111.59839,8.2,7.9,94.5
NWIS Well 07S 42E 06CCC1,42.83744,-111.60156,10,7.5,94.5
NWIS Well 07S 24E 18DAC1,42.81144,-113.69261,18,6.2,118.9
SPPC Well - Greg Street,39.52247,-119.75703,14.7,7.8,
NWIS Well 104 N14 E20 06CDAB1,39.10241,-119.78129,14.5,7.4,
NWIS Well 104 N14 E20 07BBAC1,39.09824,-119.78574,15,7.6,
Hastie Well,39.01824,-119.71294,20.5,7.9,
NWIS Well 105 N13 E20 02CDAA1,39.01511,-119.70753,20.5,8,
NWIS Well 105 N13 E20 02CDAA1,39.01511,-119.70753,20,8,
NWIS Site,38.90908,-119.96295,12.5,6.3,66.2
NWIS Well 105 N12 E20 17CBDC1,38.90018,-119.76684,14.5,6.9,
NPR TEST,43.58030,-112.87618,12,8,
USGS 11,43.39329,-113.11264,13.1,7.8,
NWIS Well 03S 35E 18BAA1,43.16686,-112.40609,13.3,7.5,129.6
NWIS Well 03S 31E 16CCB1,43.15856,-112.85031,13.6,7.9,126.5
NWIS Well  (A-11- 1)15bdb- 1,41.69470,-111.82752,8.6,7.6,
NWIS Well  (A-11- 1)15bdb- 1,41.69470,-111.82752,12,7.5,
NWIS Well  (D- 2- 1)21dbc- 1,40.62828,-111.84299,16,8,210.4
NWIS Well  (D- 3- 1)31abb- 1,40.52106,-111.88077,14.5,7.7,176.8
NWIS Well  (D- 4- 5) 3dcc- 1,40.49357,-111.36435,11.5,7.1,171.9
NWIS Well  (D- 4- 5) 9dbb- 1,40.48440,-111.38351,10,7.2,170.7
NWIS Well 087 N20 E19 15AACC3,39.60408,-119.83103,13,7.3,
NWIS Well 105 N14 E20 07BCDB1,39.09352,-119.78574,19.5,8.5,
NWIS Well 010N013W21B002S,34.95025,-118.26147,27,7.5,
NWIS Well 22.00S/10.00E-04AAA03,43.70279,-121.52611,10,6.8,
NWIS Well 04N 38E 10DDD1,43.68574,-111.96414,11.1,7.6,
USGS 83,43.50630,-112.93841,11.5,8.1,
USGS 83,43.50630,-112.93841,11.7,8,
USGS 11,43.39329,-113.11264,11.8,8,
NWIS Well 02S 35E 28BCDA2,43.21961,-112.37145,13.1,7.6,209.1
NWIS Well  (A-11- 1)15bdb- 1,41.69470,-111.82752,14.6,7.7,
USGS Well RV-2,40.02528,-115.42917,11.5,7.9,
Lakeridge Golf Course Well,39.47686,-119.81741,21.5,8.5,
USGS Well - Kings Canyon,39.16185,-119.79768,12.8,6.8,
NWIS Well 105 N14 E20 07BCDB1,39.09352,-119.78574,17,8.5,
Hastie Well,39.01824,-119.71294,20.5,8,
NWIS Well 105 N13 E20 02CDAA1,39.01511,-119.70753,19,8,
NWIS Well 105 N12 E20 11ADD 1,38.91873,-119.69777,15,7.8,
NWIS Well  (C-26- 1)23ddb- 1,38.52776,-111.87297,14,8.3,56.7
NWIS Well 010N013W21B002S,34.95025,-118.26147,26,7.7,
NWIS Well 05N 39E 08ABC1,43.78352,-111.89413,9.5,7.4,
NWIS Well 05N 39E 12CBA1,43.77517,-111.82256,10.4,7.7,
NWIS Well 05N 38E 24BCC1,43.75047,-111.94108,11.5,8.2,
NWIS Well 04N 38E 25DAC1,43.64547,-111.92691,9,7.5,
EBR II-2,43.59546,-112.65777,12,8.1,231.1
USGS 5,43.59512,-112.82795,13,8.5,
NWIS Well 03N 38E 29BBC1,43.56491,-112.02386,27.5,7,
USGS 101,43.54873,-112.63969,14,8.2,
USGS 101,43.54873,-112.63969,14,8.1,
USGS 101,43.54873,-112.63969,14,8.1,
NWIS Well 02N 34E 06AAD1,43.53935,-112.50165,12.4,8.1,
NWIS Well 02N 37E 02BBD1,43.53714,-112.07914,14.5,7.4,61
NWIS Well 02N 42E 05AAD2,43.53603,-111.53051,14.6,8.1,
NWIS Well 02N 38E 08CBB1,43.51852,-112.02136,10,7.8,126.5
USGS 104,43.48215,-112.93642,12.2,8.1,
USGS 104,43.48215,-112.93642,12.5,7.8,
USGS 105,43.45085,-113.00577,13.5,8,
USGS 105,43.45085,-113.00577,14.9,8,
NWIS Well 01N 37E 01DCC1,43.43964,-112.05358,12,7.5,
NWIS Well 01N 43E 12ACB1,43.43269,-111.33745,9.5,7.5,
NWIS Well 01N 36E 36DAA1,43.37450,-112.16481,12.7,7.8,365.9
NWIS Well 01S 40E 05CDD1,43.35575,-111.79468,13.5,7.6,358.5
NWIS Well 02S 35E 20CDC1,43.22603,-112.39053,13.5,7.5,216.5
NWIS Well 02S 35E 28BCDA1-DESTROYED,43.21936,-112.37109,12.4,7.7,207.3
NWIS Well 02S 34E 30CBB1,43.21769,-112.53221,,7.5,199.4
NWIS Well 02S 35E 33BBBC1,43.21019,-112.37526,11,8.2,178.4
NWIS Well 02S 35E 33CBAA1,43.20325,-112.37137,10,8,157.9
NWIS Well 03S 35E 05CBCB1,43.18741,-112.39553,9,7.8,137.2
NWIS Well 03S 35E 08CAA1,43.17436,-112.38665,13,7.6,129.6
NWIS Well 37-118-29cab01,43.16409,-111.01966,18,7.5,127.1
NWIS Spring 04S 34E 05CAA1S,43.10214,-112.50609,11.5,8.1,124.1
NWIS Spring 04S 34E 05CAA1S,43.10214,-112.50609,10.5,7.8,124.1
NWIS Well 04S 34E 11AAAD1,43.09353,-112.43692,12.6,7.7,123.5
NWIS Well 04S 34E 08DBD2,43.08491,-112.50054,11.5,7.9,122.3
NWIS Well 06S 33E 01CDB1,42.92380,-112.54998,11.5,7.8,106.7
NWIS Well 06S 36E 27CBA1,42.86825,-112.23747,11.5,7.1,98.2
NWIS Well 33-119-12cba01,42.85965,-110.99021,9.5,7.5,97
NWIS Well 07S 26E 01ABD1,42.84657,-113.35889,14.5,8.1,95.1
NWIS Well 08S 31E 32BAC1,42.68658,-112.86416,,7.3,85.4
NWIS Well 12S 20E 06BBD2,42.41436,-114.16142,16,7.7,
NWIS Well 40S/02E-05BAA1,42.12625,-122.61281,13.5,7.4,
SQW-WHITNEY WTR WORKS,42.10215,-111.80634,12.6,7.6,
NWIS Well  (A-13- 6)30bbb- 1,41.84660,-111.32854,10.5,6.8,38.1
NWIS Well  (A-13- 6)30bbb- 1,41.84660,-111.32854,9,7.9,38.1
NWIS Well  (A-13- 6)30bbb- 1,41.84660,-111.32854,10,7.6,38.1
NWIS Well  (A-13- 1)29bcd- 1,41.83882,-111.86856,13.5,7.6,101.8
NWIS Well  (B-12- 1) 8dcc- 1,41.78743,-111.97912,11.5,7.7,68.6
NWIS Well  (B-12- 2)17cac- 1,41.77526,-112.10035,12,7.7,39.6
NWIS Well  (A-12- 1)27cab- 1,41.74965,-111.82744,,8,243.8
NWIS Spring  (B-11- 1) 7bbb-S1,41.71187,-112.00689,,8.2,
NWIS Well  (A-11- 1) 8dda- 3,41.70438,-111.85355,10,7.8,25.9
NWIS Well  (A-11- 1) 8dda- 3,41.70438,-111.85355,,8.2,25.9
NWIS Well  (B-11-18) 2ccd- 2,41.69853,-113.88418,,7.7,184.4
NWIS Spring  (B-10- 2)25acb-S1,41.57799,-112.01495,,8,
NWIS Well  (B- 9- 2) 1cdd- 1,41.54105,-112.01661,14.5,7.7,
NWIS Spring  (A- 9- 1)10bac-S1,41.53605,-111.82661,9,8,
NWIS Well 042N012E11J001M,41.49239,-120.54329,17.2,7.4,
NWIS Well  (B- 8- 2)26bcd- 1,41.40133,-112.04106,15.5,7.5,
NWIS Well  (B- 8- 2)26cac- 1,41.39633,-112.04133,13.9,7.6,71.6
NWIS Well  (B- 7- 2)16dcd- 2,41.33633,-112.07133,25,7.8,358.4
NWIS Well  (A- 7- 1)34aca- 1,41.30133,-111.82188,10,7.2,
NWIS Well  (B- 6- 1) 4ada- 1,41.29050,-111.94883,11.5,8.1,21
NWIS Well  (B- 6- 1) 4bbd- 5,41.28911,-111.96466,16,7.8,345.3
NWIS Well  (A- 5- 2)19cda- 1,41.14994,-111.76938,,7.2,512.2
NWIS Well  (A- 3- 2)11cdd- 1,41.00245,-111.69299,,8.3,286.6
NWIS Well  (A- 2- 5) 4bcd- 1,40.93772,-111.39492,13,7.5,309.8
Simon Creek Artesian Well (Deep),40.84325,-116.22592,22,7.7,
NWIS Well  (D- 1- 1) 6abd- 1,40.76606,-111.87716,19,8.1,240.9
NWIS Well  (C- 1- 1)25bdc- 1,40.70578,-111.90521,13,7.8,170.7
NWIS Well  (C- 1- 2)36abb- 5,40.69606,-112.01494,12.5,7.9,228.7
NWIS Spring  (D- 2- 1) 2cdb-S1,40.67078,-111.80910,,7.8,216.5
NWIS Spring  (D- 2- 4) 4dca-S1,40.67023,-111.49742,7.8,7.4,206.1
NWIS Well  (C- 2- 1) 5ccd- 1,40.66855,-111.98281,,8.3,214.6
NWIS Spring  (D- 2- 4) 9bbd-S1,40.66551,-111.50686,,8,214.6
NWIS Well  (D- 2- 1)16bba- 2,40.65273,-111.84938,12,7.4,213.4
NWIS Spring  (D- 2- 4)23cbc-S1,40.62773,-111.47103,8,8.2,176.8
NWIS Well  (C- 2- 4)22cca- 3,40.62633,-112.29106,,8.5,194.8
NWIS Well  (D- 2- 1)28ccc- 1,40.61050,-111.85549,11,8,207.3
NWIS Well  (D- 2- 1)35bbb- 1,40.60884,-111.81438,18,7.7,182.9
NWIS Well  (D- 2- 1)34bbb- 2,40.60773,-111.83271,11,7.8,210.9
NWIS Well  (D- 2- 1)34bbc- 1,40.60754,-111.83274,,8,200.6
NWIS Well  (D- 3- 1) 8aba- 1,40.57995,-111.85799,,7.8,186
NWIS Well  (C- 3- 3)17ddc,40.55245,-112.19939,9,7.8,182.9
NWIS Well  (D- 3- 1)31abb- 1,40.52106,-111.88077,18.5,7.3,172.3
NWIS Well  (C- 3- 2)35bdc- 1,40.51606,-112.03827,,7.9,175.9
NWIS Well  (D- 4- 5) 7daa- 1,40.48357,-111.41491,12,7.5,170.7
NWIS Spring  (C- 4- 3)16bdd-S1,40.47272,-112.18578,5,8,169.2
NWIS Well  (D- 4- 1)36cab- 1,40.42667,-111.78629,10,7.5,166.5
NWIS Well  (D- 5- 1) 3caa- 1,40.41381,-111.82215,12,7.8,163.1
NWIS Well  (D- 5- 1)16bbb- 6,40.39023,-111.84827,11,7.2,154.6
NWIS Well 029N013E17C005M,40.37712,-120.54217,13.3,7.2,157.3
NWIS Well 029N013E17C005M,40.37712,-120.54217,17.8,7.3,157.3
NWIS Well  (D- 5- 5)21aca- 1,40.37384,-111.38324,12.5,7.9,154.6
NWIS Well  (D- 5- 2)29bad- 4,40.35887,-111.74532,11,7.8,154.9
NWIS Well  (D- 5- 2)34cac- 1,40.33745,-111.70770,13,7.9,152.4
NWIS Well  (D- 6- 2)21cca- 4,40.27773,-111.72993,11.5,7.5,150.6
NWIS Well  (D- 7- 3)33baa- 6,40.17235,-111.50858,12.5,7.9,109.5
NWIS Well  (D- 7- 3)32bcc- 1,40.16690,-111.63353,16.7,8.2,144.5
NWIS Well  (D- 8- 2) 3adb- 1,40.15412,-111.69631,,8.6,143.6
NWIS Well  (D- 8- 3) 8ddb- 1,40.13301,-111.62048,14.4,8.7,142.1
NWIS Well  (D- 8- 2)12ddc- 2,40.13079,-111.65687,15,8.4,141.8
NWIS Well  (D- 8- 2)23dca- 2,40.10357,-111.67965,59,8,173.4
NWIS Spring U(C- 4- 9)35add-S1,40.08996,-110.85849,5,7.5,128
NWIS Spring  (C- 9-19) 1cdc-S1,40.06716,-113.93972,16.7,7.7,137.8
NWIS Spring  (C- 9-19)13cbc-S1,40.04160,-113.94445,14.4,7.9,137.2
USGS Well RV-1 (Deep),40.02194,-115.46333,13,7.8,
NWIS Well  (C- 9-19)34ccd- 1,39.99299,-113.98000,,7.7,123.6
NWIS Well  (D- 9- 1)36cdb- 1,39.98551,-111.78132,9.4,8.4,134.1
NWIS Spring  (C-13-19) 3ccc-S1,39.70966,-113.98361,8,7.5,119.8
Washoe County Well SSP2,39.62047,-119.66074,21,8.8,
VCH-1 Test Well,39.38852,-119.63268,13.3,7.6,
NWIS Well 083 N18 E21 32DBDB1,39.37825,-119.64407,,8.2,
NWIS Well 179 N17 E64 05BC 1,39.36994,-114.80363,12,8,
NWIS Well 083 N17 E21 05ADBB1,39.36991,-119.64101,,8.1,
NWIS Well 103 N17 E23 02CCDA2,39.36242,-119.37572,16.6,8,46.3
Jeppson Domestic Well,39.35824,-119.76769,30,7.27,
Jeppson Domestic Well,39.35824,-119.76769,29.4,7.03,
Jeppson Domestic Well,39.35824,-119.76769,30,7.38,
NWIS Well  (D-17- 7)22caa- 1,39.32802,-111.12573,12.5,7.2,91.5
NWIS Well  (D-17- 7)22ccb- 1,39.32580,-111.13184,14,7.3,91.5
NWIS Well  (D-17- 7)27abb- 1,39.32191,-111.12378,6,7,91.5
NWIS Site,39.32047,-120.20797,12.2,8.2,91.5
NWIS Well  (D-17- 6)25acc- 1,39.31747,-111.19239,6.5,7.5,91.5
NWIS Well 103 N16 E23 03ABAA1,39.28853,-119.38544,14,7.5,
NWIS Spring  (D-18- 6)22cdc-S2,39.23524,-111.23628,5.1,8,80.8
NWIS Well  (C-18-19)20dad- 1,39.22383,-114.00027,15,7.9,80.8
USGS Well VC-7,39.18602,-119.80296,12.5,7.1,
Skunk 2 Well,39.12852,-119.94296,9.5,7.1,
NWIS Well 105 N14 E20 07BCDB1,39.09352,-119.78574,16,7.8,
Indian Hills GID Impala Well WI,39.08408,-119.77740,20,8.9,
Indian Hills GID Impala Well WI,39.08408,-119.77740,19.5,8.9,
Indian Hills GID Impala Well WI,39.08408,-119.77740,19.5,8.9,
Indian Hills GID Impala Well WI,39.08408,-119.77740,18.5,8.3,
Potts Ranch Hot Springs,39.08002,-116.63981,44.5,7.7,
Potts Ranch Hot Springs,39.07867,-116.63991,45,6.6,
NWIS Well 105 N14 E20 19BAD 1,39.06852,-119.78129,16,8,
NWIS Well 105 N14 E20 34BDBD1,39.03519,-119.72629,15.5,8,
NWIS Well 105 N14 E19 35CBBC1,39.03213,-119.82407,18.5,7.8,
NWIS Well 105 N14 E20 33DADA1,39.02272,-119.73256,17,7.7,
USGS Well - Genoa,39.02225,-119.83017,12.5,6.7,
Hastie Well,39.01824,-119.71294,20,7.9,
Hastie Well,39.01824,-119.71294,20.5,7.8,
Hastie Well,39.01824,-119.71294,20.1,8,
NWIS Well 105 N13 E20 02CDAA1,39.01511,-119.70753,19,7.8,
NWIS Well 105 N13 E20 02CDAA1,39.01511,-119.70753,21.5,7.7,
NWIS Well 105 N13 E20 17BDC 1,38.98991,-119.76434,17,8,87.2
NWIS Well  (D-21- 5)31dbd- 1,38.94358,-111.39574,11,7.3,
Town of Gardnerville Well 6,38.93435,-119.73323,11.5,7.1,
Town of Gardnerville Well 6,38.93435,-119.73323,12,7.3,
Hot Well UCE-16 - Mosquito Creek Springs / Mosquito Ranch Springs,38.87034,-116.70431,50,7.9,
NWIS Spring  (C-23- 3)26aca-S1,38.77080,-112.10243,,8,58.2
NWIS Well 140B N10 E52 23AA 3,38.72562,-116.75054,6,7.5,
NWIS Well 106 N10 E22 29BDDD1,38.70130,-119.54434,,7.5,
NWIS Well 106 N10 E22 29BDDD1,38.70130,-119.54434,16,7.7,
NWIS Well 106 N10 E22 29BDDD1,38.70130,-119.54434,,7.6,
NWIS Well 106 N10 E22 29BDDD1,38.70130,-119.54434,16,7.8,
NWIS Well 106 N10 E22 32BAAB2,38.69324,-119.54517,,7.7,
NWIS Well 106 N10 E22 32BAAB2,38.69324,-119.54517,14.5,7.3,
NWIS Well  (C-24-19)32dbd- 1,38.67968,-113.99332,,8,57.9
NWIS Well  (C-26- 1)23ddb- 1,38.52776,-111.87297,12.5,8.1,56.7
NWIS Well  (C-26- 1)23ddb- 1,38.52776,-111.87297,13,8.2,
Hot Creek Spring / Hot Creek Ranch Springs,38.38298,-115.15335,32.5,7.7,
Blue Jay Maintenance Station Well,38.37072,-116.22691,16,7.5,
Lower Pony Spring,38.31968,-114.60889,14,7.9,
NWIS Well  (C-29-11) 2add- 1,38.31663,-113.04857,,7.4,52.1
NWIS Spring  (C-29-16) 2dcd-S1,38.30968,-113.60553,11,8.1,51.8
Spring SS2WS2 - Little Huntoon Valley,38.26081,-118.26899,,6.8,
Fourmile Spring,38.21865,-116.69323,16.5,7.4,
NWIS Well  (C-30- 4)25bcc- 1,38.17359,-112.26743,13,8,
Cold Spring - Quinn Canyon Range,38.12768,-115.58406,11,6.7,
NWIS Well 156 N03 E51 19BA 1,38.10436,-116.31808,17,7.1,
Flatnose Spring,37.89607,-114.22665,25,8.1,
NWIS Well  (C-35-11)31acd- 2,37.71414,-113.12940,13,7.7,
NWIS Well  (C-36-12)12dba- 1,37.68442,-113.14828,16,8.1,
NWIS Site,37.64132,-118.85040,11,7.1,
NWIS Site,37.63937,-118.86318,17.8,7.1,
NWIS Site,37.63937,-118.86318,18,7.1,
NWIS Site,37.63937,-118.86318,16.1,7.4,
NWIS Well  (C-37-12)34abb- 1,37.54331,-113.18912,11,7.7,
Cold Spring - Kawich Valley,37.43189,-116.17949,,7.2,
NWIS Spring  (C-40- 8)30bad-S1,37.30776,-112.78938,9,7.8,
NWIS Well  (C-41-13) 7ccb- 1,37.23054,-113.36356,13.5,7.9,29.9
Cold Spring - Nellis AFB,37.21773,-116.17338,,6.8,
NWIS Well  (C-42-15)10bcd- 1,37.14804,-113.52912,15,7.7,154.2
NWIS Spring  (C-42-15)14bbb-S1,37.13887,-113.51245,,7.9,
USW Well VH-1,36.79220,-116.55271,35.5,8,
USW Well VH-1,36.79220,-116.55271,35.5,7.9,
Airport Well,36.64023,-116.41005,27.5,8.5,
Warm Well - Amargosa Valley,36.57162,-116.46255,,7.6,
Warm Well - Amargosa Valley,36.49449,-116.44977,,7.9,
Amargosa Desert Well 9a,36.48046,-116.44771,,8.1,
NWIS Well 212 S19 E60 09DAD 1,36.31108,-115.26167,20.5,7.7,
USAF Well - Las Vegas Army Airfield,36.23830,-115.13750,21,7.5,
LVCC Well 1,36.13803,-115.15000,23,7.5,
NWIS Well 212 S21 E61 14ACA 1,36.12386,-115.12689,23,7.6,
NWIS Well 212 S21 E60 35ADAB1,36.08081,-115.22753,24.5,7.6,
Sandstone Spring 1,36.06303,-115.47001,17,7.8,
NWIS Spring B-30-15 19CCA,35.96860,-113.93912,14.5,8.1,
NWIS Spring B-28-16 11CBB,35.82832,-113.97162,13.7,8,
NWIS Well 026S038E01A002M,35.70773,-117.82257,17.2,7.8,61
NWIS Well 026S039E19P001M,35.65273,-117.82062,,8.6,135.9
NWIS Well 026S039E30F001M,35.64745,-117.82146,13.5,7.7,189.6
NWIS Well 026S039E25E001M,35.64690,-117.73895,,7.6,118
NWIS Well 030S043E32N001M,35.27413,-117.38422,12.5,7.3,130.8
NWIS Well 010N009W05B001S,34.99708,-117.85294,13.5,7.8,152.4
NWIS Well 010N013W21B002S,34.95025,-118.26147,28,7.9,
NWIS Well 010N013W21B001S,34.95025,-118.26147,24,8,
NWIS Well 010N013W21B001S,34.95025,-118.26147,26.3,7.5,
NWIS Well 009N013W20C002S,34.86331,-118.28452,11,7.2,78
NWIS Well 009N010W24G001S,34.86165,-117.88757,11,8.8,228.6
NWIS Well 009N014W32C001S,34.83053,-118.38786,,7,
NWIS Well 009N010W34R002S,34.82276,-117.91923,26.5,8.1,
NWIS Well 008N009W06D001S,34.81970,-117.87868,19,8.3,
NWIS Well 008N010W22H003S,34.77276,-117.91673,21,8.1,
NWIS Well 008N010W22H003S,34.77276,-117.91673,23,8,
NWIS Well 008N010W22H003S,34.77276,-117.91673,21,7.7,
NWIS Well 008N010W22H003S,34.77276,-117.91673,24.5,7.8,
NWIS Well 008N011W36H002S,34.74165,-117.98812,30,7.4,
NWIS Well 007N011W04P001S,34.71943,-118.05035,,7.9,109.7
NWIS Well 007N012W09E002S,34.71110,-118.16257,21,8.4,167.6
USGS 11,43.39329,-113.11264,11.9,8,
NWIS Well 106 N10 E22 15ADBB1,38.73241,-119.50156,18,7.6,
Hastie Well,39.01824,-119.71294,21,7.9,
NWIS Well  (C-36-12) 9aac- 1,37.68914,-113.20134,,7.9,
Davis Lane Well,39.50158,-118.86516,18,8.9,
NWIS Well 105 N14 E20 34CBDC1,39.03102,-119.73046,15.5,8,
NWIS Well 106 N10 E22 15ADBB1,38.73241,-119.50156,19,7.6,
NWIS Well 06N 36E 26DBC1,43.81658,-112.18470,14,8,59.4
NWIS Well 04N 35E 14DBC1,43.67352,-112.31053,12.7,8,
NWIS Well 03N 40E 02AAC1,43.62428,-111.71050,10.7,7.9,
NWIS Well 02S 36E 01AAC1,43.27769,-112.18164,14.5,7.8,300.3
NWIS Well 35-119-14cbc01,43.01575,-111.01132,8,7.4,112.8
NWIS Well  (D- 7- 2)35ccd- 2,40.15884,-111.68937,16.1,8.1,143.9
NWIS Well  (D- 8- 2) 4bcc- 2,40.15162,-111.73048,16.7,8.7,143.6
NWIS Well  (D- 8- 2)10abd- 2,40.14079,-111.69965,15.6,8.6,142.1
NWIS Well  (D- 8- 2)15ddb- 1,40.11829,-111.69687,16.7,7.8,141.5
NWIS Well  (D- 8- 2)15ddb- 1,40.11829,-111.69687,16.7,8.5,141.5
NWIS Well  (D- 8- 2)14dcc- 1,40.11579,-111.68243,15.6,7.9,141.5
NWIS Well  (D- 8- 2)22bdc- 2,40.10607,-111.70576,18.3,8.2,141.5
NWIS Well  (D- 8- 2)21ddd- 1,40.10107,-111.71187,16.7,8.4,141.5
NWIS Well  (D- 9- 2) 1bcb- 1,40.06607,-111.67159,17.2,8.1,137.8
NWIS Well  (D- 9- 1)35abb- 1,39.99579,-111.79382,,8.5,132.9
NWIS Well  (D-14- 2)12aaa- 1,39.62218,-111.64131,10.5,7.9,114.3
NWIS Well  (D-16- 3)26cbd- 1,39.39330,-111.55825,17,9.3,75.9
NWIS Well  (D-17- 7)27abb- 1,39.32191,-111.12378,29,7.8,91.5
Douglas County School District Well,39.09074,-119.79324,14,7.4,
NWIS Well 105 N13 E20 02CDAA1,39.01511,-119.70753,14.5,7.8,
Big Warm Spring / Duckwater Spring - Duckwater,38.94947,-115.70097,33,8.2,
Town of Gardnerville Well 6,38.93435,-119.73323,12,7.4,
USGS Smokeshop Well,38.90908,-119.70933,14.5,6.6,
Moorman Spring / Morman Spring,38.59452,-115.13915,37,7.8,
Pyramid Spring - Railroad Valley,37.93160,-116.11866,20,7.8,
NWIS Site,37.63937,-118.86318,17.9,7.2,
NWIS Well  (C-41-17) 8acc- 1,37.23470,-113.77802,11.5,7.7,
NWIS Well 010N013W21B001S,34.95025,-118.26147,25,7.6,
NWIS Well 010N013W21B001S,34.95025,-118.26147,24.5,7.2,
NWIS Well 009N015W26N001S,34.83359,-118.44675,27.5,8.3,
NWIS Well 008N010W22H003S,34.77276,-117.91673,23.5,8.2,
NWIS Well 02S 35E 28BCDA2,43.21961,-112.37145,14.2,7.5,209.1
Wilkens Tube Well 1,41.44805,-114.83301,16.3,7.8,
NWIS Well 14S 43E 09BDCC1,42.22048,-111.43954,8.8,7.7,
"BIG SPRING (PINE CYN),NEAR TOOELE",40.54939,-112.20967,6.5,7.7,182.9
NWIS Well 105 N12 E20 11ADD 1,38.91873,-119.69777,14.5,7.5,
NWIS Site,37.64132,-118.85040,11,7.3,
NPR TEST,43.58030,-112.87618,11.9,7.9,
NWIS Well  (D- 4- 5) 6bcc- 2,40.50079,-111.43352,14,7.3,171.9
NWIS Well 105 N14 E20 33DADA1,39.02272,-119.73256,16.5,7.9,
NWIS Well 05N 37E 32DDB1,43.71630,-112.12664,11.5,7.3,
NWIS Well 04N 39E 18CDA1,43.67352,-111.91691,11,7.7,53.3
NWIS Well 04N 39E 33ABB1,43.64067,-111.87250,13,7.8,
WEBB SPRING,43.41491,-113.02555,8,7,
NWIS Well 02S 35E 28BCDA2,43.21961,-112.37145,13,7.9,209.1
NWIS Well 03S 35E 05CBCB1,43.18741,-112.39553,9,7.7,137.2
TULANA @ WILLIAMSON RIVER DELTA DITCH,42.50069,-121.98113,24.5,9,65.5
NWIS Spring 042N002W09FS01M,41.50515,-122.08890,6,6.2,
NWIS Well  (B- 8- 2) 2dcb- 1,41.45494,-112.03356,13,7.7,100.6
NWIS Well  (B- 7- 2) 3dad- 1,41.36883,-112.04661,12.2,7.5,30.5
NWIS Spring  (A- 7- 1)22caa-S1,41.32688,-111.82716,24,7.6,
NWIS Well  (B- 4- 1)16bdd- 1,41.08244,-111.95966,15.5,8,362.8
MID Well,40.90158,-116.36120,22.5,7.9,
NWIS Well  (D- 2- 1) 7cbd- 4,40.65800,-111.88799,11.5,7.4,214.3
NWIS Well  (D- 5- 5)20add- 3,40.37023,-111.39740,12,7.9,126.5
Cold Spring - Monitor Range,39.10764,-116.53711,15.5,7.4,
NWIS Well 105 N13 E20 02CDAA1,39.01511,-119.70753,19.5,7.9,
